sno,sna,sarea,ar,lat,lng,tot,bemp,act,00:00,00:10,00:20,00:30,00:40,00:50,01:00,01:50,02:00,02:10,02:20,02:30,02:40,02:50,03:00,03:10,03:20,03:30,03:40,03:50,04:00,04:10,04:20,04:30,04:40,04:50,05:00,05:10,05:20,05:30,05:40,05:50,06:00,06:10,06:20,06:30,06:40,06:50,07:00,07:10,07:20,07:40,07:50,08:00,08:10,08:20,08:30,08:40,08:50,09:00,09:10,09:20,09:30,09:40,09:50,10:00,10:10,10:20,10:30,10:40,10:50,11:00,11:10,11:20,11:30,11:40,11:50,12:00,12:10,12:20,12:30,12:40,13:00,13:10,13:20,13:30,13:40,13:50,14:00,14:10,14:20,14:30,14:40,14:50,15:00,15:10,15:20,15:30,15:40,15:50,16:00,16:10,16:20,16:30,16:40,16:50,17:00,17:10,17:20,17:30,17:40,17:50,18:00,18:10,18:20,18:30,18:50,19:00,19:10,19:20,19:30,19:40,19:50,20:00,20:10,20:20,20:30,20:40,20:50,21:00,21:10,21:20,21:30,21:40,21:50,22:00,22:10,22:20,22:30,22:40,22:50,23:00,23:10,23:20,23:30,23:40,23:50
501204018,YouBike2.0_公園二七賢三路口,鹽埕區,公園二路219號(東北側),22.62290,120.28015,24,2,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,18,18,12,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,10,10,10,10,10,10,10,10,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,19,20,20,21,21,21,21,22,21,21,21,21,21,21
501204020,YouBike2.0_輕軌駁二蓬萊站,鹽埕區,駁二蓬萊站(西北側),22.62069,120.27975,20,13,1,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,7,7,7,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,14,14,14,9,9,9,9,9,9,9,9,9,16,16,12,12,12,13,13,13,13,13,13,13,13,12,14,14,14,14,14,14,14,18
501204021,YouBike2.0_大義截流站,鹽埕區,新化街/大智路口(東南側),22.61898,120.28411,20,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,9,9,9,9,9,9,9,9,9,9,12,12,13,13,13,13,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,0,0,1,0,1,2,2,4,4,4,1,0,0,0,1,5,5,5,5,5,5,5,0,1,1,1,1,1,1,1,1,1
501204022,YouBike2.0_公園二光榮街口,鹽埕區,公園二路/光榮街(東北側人行道),22.62091,120.28433,16,7,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8
501204023,YouBike2.0_七賢大公路口,鹽埕區,七賢三路/大公路口(西南側),22.62742,120.28278,15,3,1,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,9,8,8,8,8,8,8,8,7,0,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,3,3,3,3,1,0,0,0,1,1,1,1,1,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,11,11,11,11,13,9,11,11,11,11,11,8,7,7,7,6,6,11,11,11,14,14,14,14,14,15,15,14,14,14,14
501204024,YouBike2.0_鹽埕市民廣場,鹽埕區,大勇路/中正四路(西南側),22.62583,120.28509,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501205001,YouBike2.0_高雄文學館,前金區,民生二路/中華三路東南側,22.62572,120.29765,17,16,1,1,1,1,2,2,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,2,2,2,2,2,2,3,3,2,2
501205003,YouBike2.0_東金公園,前金區,文武榮安街口西側,22.63131,120.29409,19,5,1,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,8,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,8,7,7,6,6,6
501205004,YouBike2.0_河南自強路口,前金區,河南二路146號對面,22.63410,120.29167,17,0,1,17,16,17,17,17,17,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,0,1,1,0,1,1,1,0,0,0,2,2,2,2,2,2,2,2,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,7,7,7,7,7,7,7,7,7,7,7,9,9,9
501205005,YouBike2.0_自強民生路口西北側,前金區,自強二路/民生二路口西北側,22.62561,120.29516,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501205006,YouBike2.0_建國國小,前金區,六合二路/瑞源路(東北側),22.63168,120.29770,20,2,1,18,18,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,7,7,7,7,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,9,8,8,8,8,9,9,9,9,9,9,10,11,8,11,11,11,11,11,11,11,11,11,11,11,11,17,17,17,17,17,19,19,18,19,17,18,12,12,12,12,14,14,14,14,14,17,15,15,15,14,13,13,13,13,13,13
501205007,YouBike2.0_中正瑞源路口西南側,前金區,中正四路109號前方,22.62977,120.29750,12,8,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,4,4,4,4,4,4,4,6,4,4,4,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,1,1,0,0,1,1,6,8,8,8,8,8,12,12,12,12,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,12,10,9,9,9,9
501205008,YouBike2.0_七賢自強路口,前金區,七賢二路242號,22.63225,120.29286,26,19,1,7,7,7,6,6,6,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8
501205009,YouBike2.0_中山五福路口西北側,前金區,中山一路/五福二路口西北側,22.62342,120.30098,25,14,1,11,11,11,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,25,24,0,4,4,0,0,0,0,0,0,8,10,9,9,6,6,4,1,0,0,0,4,6,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,15,15,15,15,9,25,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,5,5,5,4,3,3,3,3,3,3,3,3,3,3
501205010,YouBike2.0_五福自強路口東南側,前金區,五福三路61號前方,22.62165,120.29695,14,13,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,1,0,0,0,1,1,0,1,1,1,1,1,1,2,2,2,2,3,6,9,10,11,11,11,11,14,14,13,13,14,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,9,9,7,8,8,7,7,7,7,7,7,7,11,13,13,13,13,13,13,7,0,2,1,1,2,0,0,1,1,1,1,0,0,1,1,0,0,1,2,2,4,2,0,0,0,1,1,2,1,1,1
501205011,YouBike2.0_高雄女中,前金區,五福三路122號前方,22.62085,120.29267,32,24,1,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,20,0,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,9,9,9,9,9,12,12,12,12,12
501205012,YouBike2.0_中山青年路口西北側,前金區,中山二路507號前方,22.62031,120.30198,20,11,1,8,8,8,8,8,8,10,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,0,0,0,1,2,2,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,11,11,11,11,11,11,5,4,4,4,4,4,4,6
501205013,YouBike2.0_前金國中,前金區,旺盛街126號對側,22.63056,120.29036,21,16,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7
501205014,YouBike2.0_光復三市中路口,前金區,光復三街與市中一路口東北側,22.62335,120.29234,23,7,1,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,13,11,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,17,17,17,12,12,12,15,18,18,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21
501205015,YouBike2.0_自立河北河南二路口(兩側),前金區,自立一路/河北河南二路口(兩側),22.63574,120.29651,18,10,1,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,17,17,17,17,18,17,18,14,7,7
501205018,YouBike2.0_高雄市救國團,前金區,中正四路189號(前人行道),22.62878,120.29443,18,10,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3,4,3,2,2,0,0,1,0,0,0,0,0,0,0
501205019,YouBike2.0_高雄市政府警察局,前金區,中正四路260號南側,22.62774,120.29085,28,25,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,7,7,7,7,11,15,15,15,26,25,24,24,24,24,24,22,22,21,21,21,21,22,24,24,24,24,24,24,24,24,24,24,24,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23,23,23,16,16,0,0,0,2,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7
501205020,YouBike2.0_高雄女中(英雄路口),前金區,五福英雄路口北側,22.62079,120.29366,30,30,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,18,19,19,29,24,18,18,17,17,17,17,17,17,18,18,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,17,17,17,18,15,11,24,24,24,24,14,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
501205021,YouBike2.0_高雄市立大同醫院,前金區,中華三路68號北側,22.62755,120.29684,15,7,1,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,7,6,3,3,3,5,6,5,6,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,7,7,7,7,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
501205022,YouBike2.0_七賢河東路口,前金區,七賢二路/河東路(東側),22.63029,120.28729,15,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,10
501205023,YouBike2.0_五福仁德街口,前金區,五福三路21號北側,22.62279,120.29949,15,14,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,4,8,8,8,8,9,9,9,9,9,7,7,7,7,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,0,1,3,3,1,1,0,0,0,1,1,1,0,0,0,0,1,1
501205025,YouBike2.0_捷運中央公園站(1號出口),前金區,中山一路2號西側,22.62393,120.30104,40,26,1,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,10,9,34,34,30,26,2,2,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,0,1,0,0,0,0,5,5,3,3,1,1,1,1,1,1,1,2,2,5,9,4,4,4,9,36,36,36,18,18,18,18,28,29,29,29,29,28,28,28,28,28,28,25,25,23,20,20,25,23,23,23,17,17,17,20,20,19,17,14,15,15,15
501205026,YouBike2.0_捷運前金站(4號出口),前金區,中華三路121號,22.62950,120.29547,19,8,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,10,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,9,9,9,10
501205027,YouBike2.0_前金國小(成功路),前金區,成功一路383號東側,22.62583,120.29317,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501205028,YouBike2.0_捷運前金站(1號出口),前金區,自強一路10號西側,22.62917,120.29380,15,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,7,6,6,5,8,8,12,4,1,0,3,2,2,5,5,5,5,3,2,2,3,3,1,2,1,2,2,2,5,5,5,3,3,3,3,3,3,3,3,2,2,5,5,5,5,5,5,5,6,6,6,6,5,5,1,2,2,2,0,0,2,2,2,8,8,8,0,1,1,0,1,0,1,1,1,2,4,5,4,4,4,4,4,4,1,0,1,1,0,1,0,0,0,0,0,2,0,0,2,5,6,6
501205029,YouBike2.0_七賢成功路口東北側,前金區,七賢二路316號,22.63163,120.29105,10,4,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,0,0,0,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0
501205030,YouBike2.0_立德棒球場(旺盛街),前金區,旺盛街186-1號南側,22.62985,120.28820,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
501205033,YouBike2.0_行政院南部聯合服務中心(舊址),前金區,成功一路436號北側,22.62950,120.29177,15,11,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,8,8,8,8,13,13,13,13,13,13,13,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1
501205034,YouBike2.0_五福成功一路口,前金區,五福三路/成功一路口(西北側),22.62120,120.29468,28,28,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,4,28,28,28,27,27,27,15,15,15,18,18,18,18,18,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,17,17,17,17,16,16,16,16,16,16,16,19,19,19,19,19,20,20,20,20,20,3,0,4,4,4,4,7,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,0,0,0,1,0,0,1,1,1,1
501205035,YouBike2.0_河南中華三路口,前金區,河南二路/中華三路口(西北側),22.63455,120.29307,16,7,1,9,9,9,9,9,9,9,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6
501205036,YouBike2.0_國民市中一路口,前金區,國民街/市中一路(東北側),22.62509,120.29168,15,2,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,13,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11
501205037,YouBike2.0_五福文武二街口,前金區,五福三路/文武二街(西北側),22.62209,120.29748,16,16,1,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,4,4,6,6,6,8,8,9,9,9,9,9,9,9,9,11,11,8,8,8,7,7,7,7,7,7,7,7,9,9,9,9,9,9,11,11,11,11,11,11,11,8,8,8,8,2,0,0,0,1,1,1,2,2,2,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
501205038,YouBike2.0_河南市中一路口,前金區,河南二路/市中一路(東北側),22.63304,120.28845,20,12,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14,15,15,15,15,15,13,13,12,12,12,12,12,12,12,11,11
501205039,YouBike2.0_七賢新盛一街口,前金區,七賢二路/新盛一街(東北側),22.63317,120.29551,20,8,1,12,12,12,12,12,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
501205040,YouBike2.0_河東光復二街口,前金區,河東路/光復二街(西側),22.62188,120.29079,25,14,1,11,11,11,11,11,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0,2,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,1,1,1,1,1,1,1,3,0,0,0,0,1,1,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,13,15,13,13,19,18,18,19,20,21
